"N° Id","Tipo Imbarcazioni Ship Type","Nomi Imbarcazioni Ship Name","Naz. Imbarcazioni Ship Nationality","Porto Partenza Departure Place","Partenza Departure","Porto Arrivo Arrival Place","Arrivo Arrival","Porto Scalo Portcall Place","Merce Articles","Fonte Sources","Persona People Info"
01430,,,,Béjaïa,24/07/1400,Valenza,04/08/1400,Ibiza,,"Archivio di Stato di Prato (Datini)","Guglielmo Bernardi (padrone)"
01431,,,,Valenza,01/11/1400,Maiorca,,"Ibiza, Cabrera",,"Archivio di Stato di Prato (Datini)","Guglielmo Bernardi (padrone), Giovanni Covoni (passeggero)"
01433,,,,,,Pisa,14/07/1401,"Cabrera, Maiorca",,"Archivio di Stato di Prato (Datini)","Guglielmo Bernardi (padrone)"
01435,,,,Barcellona,28/06/1401,,,,,"Archivio di Stato di Prato (Datini)","Guglielmo Bernardi (padrone)"
01443,,,,Valenza,14/03/1403,Genova,,,,"Archivio di Stato di Prato (Datini)","Guglielmo Bernardi (padrone)"
01444,,,,,,Monaco,01/04/1403,,,"Archivio di Stato di Prato (Datini)","Guglielmo Bernardi (padrone)"
01445,,,,Genova,23/06/1403,Valenza,,Barcellona,,"Archivio di Stato di Prato (Datini)","Guglielmo Bernardi (padrone)"
01448,,,,Sicilia,,Valenza,26/03/1405,Sardegna,"frumento, zucchero","Archivio di Stato di Prato (Datini)","Guglielmo Bernardi (padrone)"
01449,barca,,,Collioure,19/04/1402,Perpignano,,Maiorca,,"Archivio di Stato di Prato (Datini)","Bernardo Iacomo di Colliour (padrone)"
01451,piatta,,,Livorno,,Pisa,05/04/1394,,,"Archivio di Stato di Prato (Datini)","Bernardo di Vanni (padrone)"
01453,barca,,,Maiorca,28/05/1398,Barcellona,01/07/1398,,,"Archivio di Stato di Prato (Datini)","Bernat (padrone)"
01455,barca,,,Valenza,22/01/1403,"Aigues Mortes",,,"cuoia, giare","Archivio di Stato di Prato (Datini)","Bernich (padrone)"
01457,galeotta,,,Pisa,09/05/1402,Genova,,,,"Archivio di Stato di Prato (Datini)","Bertino (padrone)"
01458,liuto,,,Livorno,18/03/1396,Pisa,,,,"Archivio di Stato di Prato (Datini)","Bertolino di Porto Venere (padrone)"
01461,vacchetta,,,Genova,23/07/1393,Pisa,,,,"Archivio di Stato di Prato (Datini)","Bertone di Viviano da Porto Venere (padrone)"
01462,,,,Genova,,Pisa,10/10/1392,,,"Archivio di Stato di Prato (Datini)","Bertone di Viviano da Porto Venere (padrone)"
01463,barca,,,"Porto Venere",,Pisa,08/01/1399,,vini,"Archivio di Stato di Prato (Datini)","Bertone di Viviano da Porto Venere (padrone)"
01464,rampino,,,Barcellona,07/09/1395,Maiorca,11/09/1395,,,"Archivio di Stato di Prato (Datini)","Giovanni Bertonieri (padrone)"
01505,nave,,Inghilterra,Inghilterra,,Genova,28/06/1393,,,"Archivio di Stato di Prato (Datini)","Antonio da Berze (padrone), Pietro Nottone (padrone)"
01507,barca,,,Pisa,30/03/1394,Livorno,,,,"Archivio di Stato di Prato (Datini)","Berzagnone da Porto Venere (padrone)"
01508,,,,Barcellona,19/01/1396,Pisa,,,,"Archivio di Stato di Prato (Datini)","Giacomino Beseggia (padrone)"
01509,barca,,,Provenza,29/11/1385,Genova,,,,"Archivio di Stato di Prato (Datini)","Guglielmo Betta di Cadaqués (padrone)"
01513,,,,Pisa,14/10/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Bianco da Panicaglia (padrone)"
01514,liuto,,,Genova,,Pisa,07/01/1393,,,"Archivio di Stato di Prato (Datini)","Bianco da Panicaglia (padrone)"
01515,liuto,,,Genova,,Pisa,12/02/1393,,,"Archivio di Stato di Prato (Datini)","Bianco (padrone)"
01517,liuto,,,Genova,,Pisa,18/04/1393,,,"Archivio di Stato di Prato (Datini)","Bianco da Panicaglia (padrone)"
01518,liuto,,,Pisa,09/06/1393,Livorno,,,,"Archivio di Stato di Prato (Datini)","Bianco (padrone)"
01519,liuto,,,Genova,10/07/1393,Pisa,,,,"Archivio di Stato di Prato (Datini)","Bianco da Panicaglia (padrone)"
01521,liuto,,,Genova,,Pisa,10/09/1393,,,"Archivio di Stato di Prato (Datini)","Bianco da Panicaglia (padrone)"
01522,,,,Pisa,14/09/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","lo Bianco (padrone)"
01523,liuto,,,Livorno,,Pisa,05/04/1394,,,"Archivio di Stato di Prato (Datini)","Bianco da Porto Venere (padrone)"
01524,"saettia, legno",,,Pisa,10/02/1394,Roma,,,,"Archivio di Stato di Prato (Datini)","Biello Baroni da Gaeta (padrone), Bianco (padrone)"
01525,nave,,,Venezia,,Ibiza,28/08/1401,Palermo,,"Archivio di Stato di Prato (Datini)","Antonio Bianco (padrone)"
01527,,,,,,Venezia,01/11/1401,,,"Archivio di Stato di Prato (Datini)","Antonio Bianco (padrone)"
01529,,,,Sardegna,,Pisa,20/06/1392,,"lana, pellame","Archivio di Stato di Prato (Datini)","Berro Bianco di Riviera (padrone)"
01532,,,,Venezia,16/02/1401,Ibiza,,,,"Archivio di Stato di Prato (Datini)","Marco Bianco di Venezia (padrone)"
01534,,,,Venezia,17/02/1401,Maiorca,,Ibiza,,"Archivio di Stato di Prato (Datini)","Marco Bianco di Venezia (padrone), Antonio Concianave (padrone)"
01535,,,,Maiorca,,Venezia,01/07/1401,,,"Archivio di Stato di Prato (Datini)","Marco Bianco di Venezia (padrone)"
01537,,,,Southampton,13/04/1397,Venezia,,Maiorca,,"Archivio di Stato di Prato (Datini)","Polo Bianco di Venezia (padrone)"
01538,,,,Bruges,07/02/1397,"Venezia, Pisa",,"Southampton, Maiorca",,"Archivio di Stato di Prato (Datini)","Polo Bianco di Venezia (padrone), compagnia Mannini (noleggiatore), Betto Schiatta di Lucca (noleggiatore)"
01539,,,,Southampton,,Maiorca,13/05/1397,,,"Archivio di Stato di Prato (Datini)","Polo Bianco di Venezia (padrone), Filippo Faldi (conducitore)"
01541,,,,Venezia,,Ibiza,22/04/1401,,,"Archivio di Stato di Prato (Datini)","Polo Bianco di Venezia (padrone)"
01544,,,,Ibiza,29/08/1401,Venezia,19/11/1401,,"lana, grana, riso, boldroni; agnelline; maioliche","Archivio di Stato di Prato (Datini)","Polo Bianco di Venezia (padrone)"
01545,,,,Venezia,05/03/1402,Ibiza,10/05/1401,"Siracusa, Trapani",,"Archivio di Stato di Prato (Datini)","Polo Bianco di Venezia (padrone)"
01546,,,,Trapani,,Ibiza,26/04/1402,,"carta, legname, rame, zenzero; pepe","Archivio di Stato di Prato (Datini)","Polo Bianco di Venezia (padrone)"
01547,,,,Venezia,,Ibiza,26/04/1402,"Sciacca, Trapani","tavole, carta, rame tavole, zenzero; pepe; rame in pani; pastello; futagni; cotone sodo; cotone filato","Archivio di Stato di Prato (Datini)","Polo Bianco di Venezia (padrone)"
01548,,,,"Alessandria d'Egitto",,Genova,22/05/1388,,,"Archivio di Stato di Prato (Datini)","Simone Bianco di Genova (padrone)"
01555,,,,Bruges,19/03/1400,Pisa,25/08/1400,"Southampton, Savona",,"Archivio di Stato di Prato (Datini)","Paganino da Biascia di Genova (padrone), Piero d'Allegro di Genova (padrone), Luigi Camilla di Genova (padrone)"
01556,,,,Southampton,02/05/1400,Levante,,Genova,"panni Guilford a Firenze","Archivio di Stato di Prato (Datini)","Paganino da Biascia di Genova (padrone)"
01559,nave,,,Bruges,19/03/1400,Levante,,Southampton,,"Archivio di Stato di Prato (Datini)","Paganino da Biascia di Genova (padrone)"
01561,barcozzo,,,"Porto Venere",,Pisa,24/08/1400,,,"Archivio di Stato di Prato (Datini)","Paganino da Biascia di Genova (padrone)"
01565,,,,Bruges,,Southampton,15/02/1402,,,"Archivio di Stato di Prato (Datini)","Niccoloso Lomellino (padrone), Paganino da Biascia di Genova (padrone)"
01566,,,,Bruges,,Genova,26/06/1402,"Southampton, Cadice",,"Archivio di Stato di Prato (Datini)","Niccoloso Lomellino (padrone)"
01566,,,,Southampton,,Genova,26/06/1402,Cadice,,,"Paganino da Biascia di Genova (padrone), Giuliano da Mare di Genova (padrone)"
01566,,,,Cadice,06/06/1402,Genova,26/06/1402,,,,"Polo Lercaro di Genova (padrone)"
01567,nave,,Liguria-Italia,Southampton,08/05/1402,Genova,,,"lana, panni, stagno, stagno lavorato","Archivio di Stato di Prato (Datini)","Niccolò Andrea Lomellino (noleggiatore), Paganino da Biascia di Genova (noleggiatore), Giuliano da Mare di Genova (noleggiatore)"
01569,,,,,,Ibiza,03/09/1402,,,"Archivio di Stato di Prato (Datini)","Paganino da Biascia di Genova (padrone)"
01572,,,,"Aigues Mortes",08/08/1407,Gaeta,,"Savona, Pisa",,"Archivio di Stato di Prato (Datini)","Paganino da Biascia di Genova (padrone)"
01573,,,,Candia,,Southampton,18/06/1408,,malvasie,"Archivio di Stato di Prato (Datini)","Ambrogio Ardimento di Genova (padrone), Paganino da Biascia di Genova (padrone)"
01574,nave,,Liguria-Italia,Southampton,,Southampton,20/10/1409,Bruges,,"Archivio di Stato di Prato (Datini)","Paganino da Biascia di Genova (padrone), Valiano Pinello (padrone), Francesco d'Asti (padrone), Federigo Agardo (padrone)"
01575,,,,Southampton,07/11/1409,Levante,,,,"Archivio di Stato di Prato (Datini)","Paganino da Biascia di Genova (padrone)"
01575,,,,Southampton,07/11/1409,Genova,,,,,"Valiano Pinello (padrone), Francesco d'Asti (padrone)"
01578,galea,,,Pera,12/10/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Lian Bichignone di Genova (padrone)"
01580,,,,Romania,,Genova,17/09/1394,,,"Archivio di Stato di Prato (Datini)","Polo Bechignone di Genova (padrone), Piero da Voltaggio di Genova (padrone)"
01582,rampino,,,Maiorca,12/03/1401,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Bignola (padrone)"
01593,nave,,,Barcellona,31/12/1405,,,,,"Archivio di Stato di Prato (Datini)","Ambrogio di Bellotto di Savona (padrone)"
01594,galea,,,Barcellona,12/08/1407,,,,,"Archivio di Stato di Prato (Datini)","Ambrogio di Bellotto di Savona (padrone)"
01595,nave,,,Valenza,,Venezia,23/09/1408,,,"Archivio di Stato di Prato (Datini)","Ambrogio di Bellotto di Savona (padrone)"
01599,saettia,,,Livorno,30/11/1391,Piombino,,,,"Archivio di Stato di Prato (Datini)","Guido Bischeri (padrone)"
01601,nave,,,Maiorca,10/07/1395,,,,,"Archivio di Stato di Prato (Datini)","Alvaro Bizero (padrone), n.s. (n.s.)"
01604,rampino,,,Barcellona,11/06/1397,Maiorca,15/06/1397,,,"Archivio di Stato di Prato (Datini)","Martino Blasco (padrone)"
01605,rampino,,,Barcellona,24/07/1397,Maiorca,28/07/1397,,,"Archivio di Stato di Prato (Datini)","Martino Blasco (padrone)"
01606,rampino,,,Maiorca,06/10/1397,Barcellona,11/10/1397,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01607,rampino,,,Barcellona,11/01/1398,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Martino Blasco (padrone)"
01608,rampino,,,Maiorca,29/04/1399,,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01609,rampino,,,Maiorca,15/05/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01610,,,,Barcellona,27/05/1399,Maiorca,31/05/1399,,,"Archivio di Stato di Prato (Datini)","Martino Blasco (padrone)"
01611,,,,Maiorca,19/06/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01612,,,,Barcellona,29/06/1399,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01613,rampino,,,Barcellona,29/07/1399,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01614,rampino,,,Barcellona,29/08/1399,Maiorca,14/11/1399,"Maiorca, Barcellona",,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01615,,,,Barcellona,07/04/1400,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01616,rampino,,,Barcellona,18/05/1400,Maiorca,22/05/1400,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01617,,,,Barcellona,25/06/1400,Maiorca,28/06/1400,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01618,,,,Maiorca,19/08/1400,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01620,,,,Barcellona,08/10/1400,Barcellona,,Maiorca,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01621,,,,Barcellona,07/02/1401,Maiorca,14/02/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01622,,,,Barcellona,,Maiorca,21/02/1401,Andraitx,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01623,rampino,,,Maiorca,06/03/1401,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01624,,,,Barcellona,,Maiorca,17/03/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01625,rampino,,,Maiorca,15/04/1401,Barcellona,22/04/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01626,,,,Barcellona,03/05/1401,Maiorca,08/05/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01627,,,,Barcellona,,Maiorca,30/05/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01628,rampino,,,Barcellona,04/06/1401,Maiorca,06/06/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01629,,,,Barcellona,22/05/1401,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01630,,,,Barcellona,07/07/1401,Maiorca,12/07/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01631,rampino,,,Maiorca,24/07/1401,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01632,,,,Barcellona,10/08/1401,Maiorca,14/08/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01633,,,,Maiorca,24/08/1401,Barcellona,29/08/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01634,,,,Barcellona,24/10/1401,Maiorca,29/10/1401,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01635,,,,Maiorca,13/11/1401,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01636,,,,Maiorca,07/01/1402,Barcellona,14/01/1402,Andraitx,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01637,rampino,,,Barcellona,03/02/1402,Barcellona,09/03/1402,Maiorca,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01638,,,,Maiorca,19/04/1402,Barcellona,23/04/1402,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01639,,,,Barcellona,09/05/1402,Barcellona,21/05/1402,Maiorca,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01640,,,,Maiorca,20/06/1402,Barcellona,24/06/1402,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01641,rampino,,,Barcellona,,Maiorca,07/07/1402,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01642,rampino,,,Maiorca,12/09/1402,Barcellona,17/09/1402,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01643,rampino,,,Maiorca,16/01/1403,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01644,,,,Barcellona,10/02/1403,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01645,,,,Barcellona,,Maiorca,01/03/1403,,,"Archivio di Stato di Prato (Datini)","Blasco (padrone)"
01647,nave,,,Livorno,12/09/1396,Genova,,,,"Archivio di Stato di Prato (Datini)","Antonio Boccaccio di Genova (padrone), n.s. (n.s.)"
01648,nave,,,Genova,,Pisa,11/03/1397,,,"Archivio di Stato di Prato (Datini)","Antonio Boccaccio di Genova (padrone)"
01651,nave,,Castiglia-Spagna,Valenza,06/11/1399,"Porto Columbu",28/10/1399,"Ibiza, Maiorca",,"Archivio di Stato di Prato (Datini)","Antonio Boccaccio di Genova (conducitore)"
01655,nave,,Liguria-Italia,"Aigues Mortes",22/06/1392,Pisa,,,,"Archivio di Stato di Prato (Datini)","Bocci Antonio (padrone), Andrea Caldiera (padrone)"
01656,,,,Genova,,Pisa,08/07/1392,,,"Archivio di Stato di Prato (Datini)","Bocci Antonio (padrone), Andrea Caldiera di Savona (padrone)"
01657,,,,Savona,,Pisa,06/07/1392,,"lana, tele, ferro","Archivio di Stato di Prato (Datini)","Bocci Antonio (padrone), Andrea Caldiera (padrone)"
01658,,,,Genova,,Pisa,08/07/1392,,,"Archivio di Stato di Prato (Datini)","Bocci Antonio (padrone), Andrea Caldiera di Savona (padrone)"
01659,,,,"Aigues Mortes",,Pisa,10/07/1392,Savona,,"Archivio di Stato di Prato (Datini)","Andrea Caldiera di Savona (padrone), Antonio Bocci (padrone)"
01662,,,,Peñiscola,30/08/1392,Pisa,,"Tortosa, Peñiscola",lana,"Archivio di Stato di Prato (Datini)","Antonio Bocci (padrone), Andrea Caldiera di Savona (padrone)"
01665,,,,Pisa,06/03/1393,"Aigues Mortes",,Marsiglia,"vetriolo, trementina, carta","Archivio di Stato di Prato (Datini)","Boccia (padrone), Andrea Caldiera di Savona (padrone)"
01666,,Boccia,,Marsiglia,13/06/1393,Savona,11/07/1393,"Aigues Mortes, San Romolo, Savona, Pisa",,"Archivio di Stato di Prato (Datini)",
01667,,Boccia,,Savona,,Pisa,12/12/1393,"Aigues Mortes, Savona, Porto Venere",panni,"Archivio di Stato di Prato (Datini)",
01670,,Boccia,,Pisa,25/12/1393,Savona,,"Savona, Marsiglia, Aigues Mortes",,"Archivio di Stato di Prato (Datini)",
01671,,Boccia,,Savona,26/02/1394,"Aigues Mortes",14/06/1394,"Aigues Mortes, Savona, Pisa","cuoiame per Firenze","Archivio di Stato di Prato (Datini)",
01674,,Boccia,,"Aigues Mortes",31/07/1394,Pisa,,Savona,,"Archivio di Stato di Prato (Datini)",
01676,,,,Savona,30/06/1395,Ibiza,,Pisa,sale,"Archivio di Stato di Prato (Datini)","Boccia (padrone), Andrea Caldiera di Savona (padrone)"
01677,,Boccia,,Savona,,"Aigues Mortes",05/07/1396,,grano,"Archivio di Stato di Prato (Datini)",
01679,,Boccia,,Savona,04/06/1397,Pisa,05/07/1397,"Aigues Mortes",,"Archivio di Stato di Prato (Datini)",
01680,,Boccia,,"Porto Venere",,Motrone,28/07/1397,,,"Archivio di Stato di Prato (Datini)",
01684,,Boccia,,Motrone,15/02/1398,"Aigues Mortes",,"Porto Venere, Genova, Savona, Hyères, Tolone",,"Archivio di Stato di Prato (Datini)",
01685,,Boccia,,Motrone,27/02/1398,"Aigues Mortes",,"Savona, Brégançon, Aigues Mortes, Marsiglia, Hyères, Benidorm",,"Archivio di Stato di Prato (Datini)",
01686,,Boccia,,Motrone,26/03/1398,"Aigues Mortes",19/04/1398,"Tolone, Hyères, Marsiglia",,"Archivio di Stato di Prato (Datini)",
01687,,Boccia,,"Aigues Mortes",10/05/1398,"Porto Venere",,"Isola d'Albenga, Motrone",,"Archivio di Stato di Prato (Datini)",
01692,,Boccia,,Savona,15/08/1398,Levanto,18/08/1398,Genova,,"Archivio di Stato di Prato (Datini)",
01693,,Boccia,,Motrone,18/08/1398,Motrone,,"Savona, Portofino",,"Archivio di Stato di Prato (Datini)",
01694,,Boccia,,Savona,28/08/1398,"Aigues Mortes",,"Motrone, Porto Venere, Savona",,"Archivio di Stato di Prato (Datini)",
01696,,Boccia,,Marsiglia,27/09/1398,Motrone,,"Leucate, Aigues Mortes, Savona",grano,"Archivio di Stato di Prato (Datini)",
01697,,Boccia,,"Aigues Mortes",09/11/1398,Pisa,,"Varigotti, Capo Noli, Albenga, Savona","grana, penne, cuoiame, lana","Archivio di Stato di Prato (Datini)",
01699,,Boccia,,Motrone,10/12/1398,Pisa,,"Porto Venere, Savona",,"Archivio di Stato di Prato (Datini)",
01700,,Boccia,,Savona,28/12/1398,"Pisa, Motrone",,,,"Archivio di Stato di Prato (Datini)",
01701,,Boccia,,Savona,31/12/1398,Pisa,,,,"Archivio di Stato di Prato (Datini)",
01702,,Boccia,,Savona,27/12/1398,Motrone,27/01/1399,,,"Archivio di Stato di Prato (Datini)",
01703,,Boccia,,Motrone,04/02/1399,"Aigues Mortes",,"Porto Venere, Pisa, Motrone, Savona",,"Archivio di Stato di Prato (Datini)",
01704,,Boccia,,Savona,22/03/1399,"Aigues Mortes",20/04/1399,"Vai, Albenga, Villafranca, Porto Olivo",,"Archivio di Stato di Prato (Datini)",
01707,,Boccia,,"Aigues Mortes",01/06/1399,Motrone,27/06/1399,"Albenga, Savona, Porto Venere",grano,"Archivio di Stato di Prato (Datini)","Piero Conciati (padrone)"
01708,,Boccia,,Motrone,29/06/1399,Savona,,"Porto Venere, Motrone, Savona",,"Archivio di Stato di Prato (Datini)",
01709,,Boccia,,Savona,16/08/1399,"Aigues Mortes",28/08/1399,,,"Archivio di Stato di Prato (Datini)",
01713,,Boccia,,"Aigues Mortes",07/10/1399,"Isola S. Margherita",12/10/1399,,,"Archivio di Stato di Prato (Datini)",
01715,,Boccia,,Savona,15/02/1400,"Aigues Mortes",,,,"Archivio di Stato di Prato (Datini)",
01716,,Boccia,,Savona,12/03/1400,,,,,"Archivio di Stato di Prato (Datini)",
01721,,Boccia,,"Aigues Mortes",16/05/1400,Pisa,,Savona,,"Archivio di Stato di Prato (Datini)",
01722,,Boccia,,"Aigues Mortes",,Savona,26/05/1400,,grano,"Archivio di Stato di Prato (Datini)",
01724,,Boccia,,Savona,18/09/1400,"Aigues Mortes",,,,"Archivio di Stato di Prato (Datini)",
01726,,Boccia,,"Aigues Mortes",11/12/1400,,,,,"Archivio di Stato di Prato (Datini)",
01734,,Boccia,,Marsiglia,12/04/1401,Savona,,,,"Archivio di Stato di Prato (Datini)",
01738,,,,"Aigues Mortes",18/06/1397,Motrone,,Leucate,grano,"Archivio di Stato di Prato (Datini)","Bonaccorso Bocci (padrone)"
01742,nave,,,"Aigues Mortes",20/06/1391,Pisa,,,,"Archivio di Stato di Prato (Datini)","Michele Bocci (padrone)"
01744,,,,"Aigues Mortes",,Pisa,21/07/1391,,,"Archivio di Stato di Prato (Datini)","Michele Bocci (padrone)"
01754,,Boccia,,,,Motrone,29/07/1391,,,"Archivio di Stato di Prato (Datini)",
01755,legno,,,Martigues,13/01/1389,Pisa,,,,"Archivio di Stato di Prato (Datini)","Iaume Boce di Berre (padrone)"
01763,,,,Beirut,02/11/1383,Barcellona,04/04/1384,,,"Archivio di Stato di Prato (Datini)","Capo di Bon (padrone)"
01765,,,,Valenza,18/12/1394,Bruges,,,,"Archivio di Stato di Prato (Datini)","Bon (padrone)"
01769,,,,Genova,,Barcellona,15/06/1396,,,"Archivio di Stato di Prato (Datini)","Bon (padrone)"
01770,,,,Genova,22/01/1398,Valenza,,Barcellona,,"Archivio di Stato di Prato (Datini)","Bon (padrone)"
01771,,,,Barcellona,03/09/1399,,,,,"Archivio di Stato di Prato (Datini)","Bon (padrone)"
01773,spinazza,,,Beirut,22/08/1398,,,,,"Archivio di Stato di Prato (Datini)","Giovanni Boni (padrone), Niccolò Pugiades (padrone)"
01777,,,,Bruges,08/02/1408,Valenza,,,,"Archivio di Stato di Prato (Datini)","Giovanni Ben Iamo di Ancona (padrone)"
01778,nave,,,Ancona,05/05/1408,Bruges,,"Barcellona, Valenza",carta,"Archivio di Stato di Prato (Datini)","Giovanni Ben Iamo di Ancona (padrone), Bonagia (padrone)"
01779,,,,Bruges,03/03/1409,Valenza,24/03/1409,,aringhe,"Archivio di Stato di Prato (Datini)","Giovanni Ben Iamo di Ancona (padrone)"
01780,,,,Venezia,02/07/1410,Maiorca,02/08/1410,,,"Archivio di Stato di Prato (Datini)","Bernardo Bonagiunta (padrone)"
01781,,,,Valenza,,Venezia,01/11/1410,,,"Archivio di Stato di Prato (Datini)","Bernardo Bonagiunta (padrone)"
01784,legno,,,Barcellona,21/10/1396,Valenza,30/10/1396,,,"Archivio di Stato di Prato (Datini)","Bonaldo (padrone)"
01785,legno,,,Dénia,,Barcellona,04/12/1396,Valenza,,"Archivio di Stato di Prato (Datini)","Arrigon Bonaldi di Marsiglia (padrone)"
