"N° Id","Tipo Imbarcazioni Ship Type","Nomi Imbarcazioni Ship Name","Naz. Imbarcazioni Ship Nationality","Porto Partenza Departure Place","Partenza Departure","Porto Arrivo Arrival Place","Arrivo Arrival","Porto Scalo Portcall Place","Merce Articles","Fonte Sources","Persona People Info"
04020,,,,Palermo,,"Alessandria d'Egitto",01/02/1402,"Siracusa, Rodi",,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04022,"n.s., n.s., n.s., spinazza, n.s.","n.s., n.s., Faniera, n.s., n.s.",,Cipro,12/09/1402,,,,,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone), Passadore (padrone), n.s. (padrone), Pino di Giovanni (padrone), Saragosa (padrone)"
04025,,,,Beirut,16/02/1403,Barcellona,25/05/1403,"Rodi, Siracusa",,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone), Saragosa (padrone)"
04027,,,,Siracusa,,Barcellona,03/03/1404,"Sciacca, Trapani","frumento, cotone di Malta","Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04033,,,,Inghilterra,,Pisa,30/05/1405,"Bruges, Inghilterra, Piombino",,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04035,,,,Bruges,17/12/1404,Talamone,,"Inghilterra, Piombino",,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04040,,,,"La Spezia",,Piombino,08/05/1405,,,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04041,,,,Piombino,09/05/1405,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04043,,,,Piombino,28/05/1405,Barcellona,,"Pisa, San Feliu de Guíxois",,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04044,,,,Pisa,02/06/1405,Sicilia,,"San Feliu de Guíxois, Barcellona",,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04045,,,,Barcellona,24/09/1405,Sicilia,,,,,"Gherardo di Dono (padrone), Carbone (padrone), Savon (padrone), Ruggeri (padrone)"
04046,,,,Barcellona,26/09/1405,Levante,,,,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04048,,,,Sicilia,,Barcellona,17/10/1406,,grano,"Archivio di Stato di Prato (Datini)","Gerardo (padrone), Gherardo di Dono (padrone)"
04049,,,,Sicilia,,Barcellona,01/04/1408,Sardegna,grano,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04053,,,,Piombino,,Barcellona,07/06/1410,,,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04054,,,,,,Barcellona,07/06/1410,,,"Archivio di Stato di Prato (Datini)","Gherardo di Dono (padrone)"
04055,,,,Romania,02/06/1404,Siracusa,,,"allumi di Rocca e Teste, allumi","Archivio di Stato di Prato (Datini)","Leonardo di Dono (padrone)"
04056,,,,Napoli,,Barcellona,03/07/1405,Cagliari,vini,"Archivio di Stato di Prato (Datini)","Leonardo di Dono (padrone)"
04058,,"Santa Maria",,Southampton,30/04/1398,,,,,"Archivio di Stato di Prato (Datini)","Bertuccio Diedi di Venezia (padrone)"
04059,nave,"Santa Maria",,Southampton,08/05/1398,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Bertuccio Diedi di Venezia (padrone)"
04061,,,,Southampton,31/05/1398,"Mare Mediterraneo",,,,"Archivio di Stato di Prato (Datini)","Bertuccio Diedi di Venezia (padrone)"
04063,,,,Valenza,15/03/1394,,,,,"Archivio di Stato di Prato (Datini)","Loderigo Dies (padrone)"
04064,,,,Galizia,31/01/1396,,,,,"Archivio di Stato di Prato (Datini)","messer Loderigo Dies di Valenza (padrone)"
04070,,,,Barcellona,10/10/1393,,,,,"Archivio di Stato di Prato (Datini)","Sancio Dies (padrone)"
04071,,,,Barcellona,10/10/1393,Pisa,,,,"Archivio di Stato di Prato (Datini)","Sancio Dies (padrone), Iacopo Capponi di Firenze (noleggiatore), Giovanni Assoppardo (noleggiatore)"
04072,,,,Barcellona,12/10/1393,Pisa,25/10/1393,,,"Archivio di Stato di Prato (Datini)","Sancio Dies (padrone)"
04073,,,,Barcellona,12/10/1393,Pisa,25/10/1393,,,"Archivio di Stato di Prato (Datini)","Sancio Dies (padrone)"
04074,spinazza,,Spagna,"Porto Venere",,Pisa,19/10/1393,,,"Archivio di Stato di Prato (Datini)","Sancio Dies (padrone)"
04075,nave,,,Catalogna,,Pisa,25/10/1394,,,"Archivio di Stato di Prato (Datini)","Sancio Dies (padrone)"
04081,,,,Catalogna,,Bruges,11/03/1398,,riso,"Archivio di Stato di Prato (Datini)","Sancio Dies (padrone), n.s. (padrone)"
04083,,,,Valenza,18/01/1398,Cadice,,,,"Archivio di Stato di Prato (Datini)","Sancio Dies (padrone)"
04084,corsara,,,Valenza,16/04/1394,Sicilia,,,,"Archivio di Stato di Prato (Datini)","Rodrigo Dies (padrone)"
04088,galea,,,Pisa,04/09/1396,Roma,,,,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone)"
04089,galea,,,Pisa,06/09/1396,Pisa,28/09/1396,Roma,,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone)"
04090,galea,,,Pisa,15/09/1396,Roma,,,,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone)"
04091,galea,,,Roma,10/09/1396,Savona,,"Pisa, Genova",,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone)"
04092,nave,,,Piombino,13/10/1396,,,,,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone)"
04093,galea,,,Roma,,Pisa,16/09/1396,,,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone)"
04094,,,,Roma,,Pisa,26/09/1396,,,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone)"
04096,galea,,,Roma,,Pisa,27/09/1396,,,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone)"
04097,,,,Pisa,29/09/1396,Genova,30/09/1396,,,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone)"
04098,,,,Chio,02/03/1399,"Aigues Mortes",,"Alessandria d'Egitto, Genova, Savona",,"Archivio di Stato di Prato (Datini)","Andrea di Negro da Genova (padrone), Filippo de' Riccio (padrone)"
04100,,,,Southampton,23/08/1407,Levante,,,,"Archivio di Stato di Prato (Datini)","Agnolo di Negro di Genova (padrone), Ambrogio Ardimento di Genova (padrone)"
04107,galea,,,Genova,,Pisa,20/09/1397,,,"Archivio di Stato di Prato (Datini)","Battista di Negro di Genova (padrone)"
04110,,,,Levante,,Genova,27/06/1392,,,"Archivio di Stato di Prato (Datini)","Celestrieri di Negro di Genova (padrone)"
04111,,,,,,Genova,07/06/1392,,,"Archivio di Stato di Prato (Datini)","Celestrieri di Negro di Genova (padrone)"
04112,,,,Beirut,,Genova,23/10/1393,,,"Archivio di Stato di Prato (Datini)","Celestrieri di Negro di Genova (padrone)"
04115,,,,Southampton,,Pisa,01/04/1393,,,"Archivio di Stato di Prato (Datini)","Giglio di Negro (padrone), Tommaso di Presi (padrone)"
04118,liuto,,,Barcellona,,Valenza,01/10/1408,,,"Archivio di Stato di Prato (Datini)","Diolosalvi (padrone)"
04119,,,,Valenza,,Genova,31/12/1386,,,"Archivio di Stato di Prato (Datini)","Salvagio di Negro (padrone)"
04120,,,,,,Southampton,29/10/1394,,,"Archivio di Stato di Prato (Datini)","Salagrusso di Negro di Genova (padrone)"
04123,,,,Livorno,12/07/1395,Gaeta,,,,"Archivio di Stato di Prato (Datini)","Salagrusso di Negro di Genova (padrone)"
04124,,,,Levante,22/10/1395,Bruges,,,,"Archivio di Stato di Prato (Datini)","Salagrusso di Negro di Genova (padrone)"
04125,,,,"Alessandria d'Egitto",,Southampton,02/03/1396,,,"Archivio di Stato di Prato (Datini)","Salagrusso di Negro di Genova (padrone)"
04127,,,,Fiandra,,Cadice,24/07/1396,,,"Archivio di Stato di Prato (Datini)","Salagrusso di Negro di Genova (padrone)"
04134,,,,Marsiglia,07/01/1400,,,,,"Archivio di Stato di Prato (Datini)","Salagrusso di Negro di Genova (padrone)"
04137,,,,Maiorca,06/08/1394,Maiorca,,"Pisa, Genova",,"Archivio di Stato di Prato (Datini)","Michele Disde di Maiorca (padrone), Disde (padrone)"
04139,,,,Maiorca,,Pisa,18/08/1394,,,"Archivio di Stato di Prato (Datini)","Michele Disde di Maiorca (padrone)"
04142,,,,Pisa,,Barcellona,04/10/1394,,,"Archivio di Stato di Prato (Datini)","Michele Disde di Maiorca (padrone)"
04143,,,,Pisa,,Maiorca,16/10/1394,Barcellona,,"Archivio di Stato di Prato (Datini)","Michele Disde di Maiorca (padrone)"
04144,,,,,,Maiorca,23/10/1394,,,"Archivio di Stato di Prato (Datini)","Disde (padrone)"
04151,,,,Maiorca,04/05/1395,Pisa,11/05/1395,,,"Archivio di Stato di Prato (Datini)","Michele Disde di Maiorca (padrone), Francesco Periera (padrone)"
04159,,,,Pisa,10/06/1395,Maiorca,30/06/1395,,,"Archivio di Stato di Prato (Datini)","Michele Disde di Maiorca (padrone)"
04161,nave,,,Livorno,10/06/1395,,,,,"Archivio di Stato di Prato (Datini)","Isdiera (padrone)"
04163,,,,Pisa,,Maiorca,03/07/1395,,,"Archivio di Stato di Prato (Datini)","Disde (padrone)"
04164,,,,Pisa,18/08/1395,,,,,"Archivio di Stato di Prato (Datini)","Michele Disde di Maiorca (padrone)"
04165,,,,Annaba,,Maiorca,06/05/1396,,,"Archivio di Stato di Prato (Datini)","Disde (padrone)"
04166,,,,Annaba,,Maiorca,09/05/1396,,,"Archivio di Stato di Prato (Datini)","Michele Disde di Maiorca (padrone)"
04167,,,,Maiorca,17/01/1397,Barcellona,22/01/1397,,,"Archivio di Stato di Prato (Datini)","Disde (padrone), Fransoi Strano (padrone)"
04168,nave,,,Barcellona,01/03/1397,"Alessandria d'Egitto",,Napoli,,"Archivio di Stato di Prato (Datini)","Francesco Strano (padrone)"
04175,legno,,,Arles,,Genova,23/01/1385,"Aigues Mortes, Savona",,"Archivio di Stato di Prato (Datini)","Benedetto Dodo (padrone)"
04176,galeotta,,,Maiorca,24/05/1396,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Bernardo Dodon di Maiorca (padrone)"
04181,,Dolfin,,Southampton,01/12/1395,,,,,"Archivio di Stato di Prato (Datini)",
04182,,Dolfina,,,,Venezia,10/05/1396,,,"Archivio di Stato di Prato (Datini)",
04183,,Dolfina,,Venezia,,Maiorca,23/11/1396,,,"Archivio di Stato di Prato (Datini)","Niccolò Catelano (n.s.), Nicolò Risciacca di Venezia (n.s.)"
04185,,Dolfina,,Ibiza,,Maiorca,21/01/1397,,,"Archivio di Stato di Prato (Datini)",
04188,,Risciacca,,Maiorca,11/02/1397,,,,,"Archivio di Stato di Prato (Datini)",
04189,,,,Maiorca,,Venezia,08/03/1397,,,"Archivio di Stato di Prato (Datini)","Nicolò Risciacca di Venezia (padrone)"
04190,,Dolfina,,Venezia,20/03/1397,Maiorca,,,,"Archivio di Stato di Prato (Datini)",
04192,,Risciacca,,Napoli,29/12/1398,Venezia,,,olio,"Archivio di Stato di Prato (Datini)",
04194,,,,Genova,,Pisa,18/05/1396,,,"Archivio di Stato di Prato (Datini)","Domenico da Bozzuolo di Genova (padrone)"
04195,,,,Genova,,Pisa,18/05/1396,,,"Archivio di Stato di Prato (Datini)","Domenico da Bozzuolo di Genova (padrone)"
04197,nave,,,Pisa,04/12/1399,Galizia,,,,"Archivio di Stato di Prato (Datini)","Domenico da Bozzuolo di Genova (padrone)"
04198,barca,,,Genova,01/11/1387,Pisa,,,,"Archivio di Stato di Prato (Datini)","Domenico da Lerici (padrone)"
04199,liuto,,,Genova,,Pisa,04/02/1393,,,"Archivio di Stato di Prato (Datini)","Domenico da Lucca (padrone)"
04200,,,,Pisa,10/10/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Domenico da Lucca (padrone)"
04201,liuto,,,Pisa,06/12/1393,Genova,,,,"Archivio di Stato di Prato (Datini)","Domenico da Lucca (padrone)"
04210,liuto,,,Genova,18/11/1389,Pisa,,,,"Archivio di Stato di Prato (Datini)","Domenico da Nervi (padrone)"
04211,,,,Pisa,,Livorno,14/07/1400,,,"Archivio di Stato di Prato (Datini)","Domenichino da Panicaglia (padrone)"
04213,,,,Pisa,,Genova,31/05/1384,,,"Archivio di Stato di Prato (Datini)","Domenico di Genova (padrone)"
04214,,,,Maiorca,02/04/1398,Barcellona,10/04/1398,,,"Archivio di Stato di Prato (Datini)","Andrea Domingo di Barcellona (padrone)"
04215,barca,,,Barcellona,16/07/1404,Valenza,,,,"Archivio di Stato di Prato (Datini)","Andrea Domingo di Barcellona (padrone)"
04216,barca,,,Ibiza,,Valenza,22/09/1404,,,"Archivio di Stato di Prato (Datini)","Andrea Domingo di Barcellona (padrone)"
04218,cocca,,,Palermo,02/02/1405,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Giame Domingo (padrone)"
04219,fusta,,,"Capo Bianco",15/04/1405,,,,,"Archivio di Stato di Prato (Datini)","Giame Domingo (padrone)"
04220,,,,Tènés,,Maiorca,12/01/1407,,,"Archivio di Stato di Prato (Datini)","Giame Domingo (padrone)"
04222,nave,,,Bruges,,Valenza,16/10/1396,,,"Archivio di Stato di Prato (Datini)","Pietro Domingo (padrone)"
04223,nave,,,Bruges,31/08/1396,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Piero Domingo (padrone)"
04224,,,,Barcellona,,Bruges,01/05/1397,,,"Archivio di Stato di Prato (Datini)","Piero di Domenico (padrone), Bernardo Ponzo (padrone), Giam Rossello (padrone)"
04225,,,,Valenza,,Bruges,24/04/1397,,,"Archivio di Stato di Prato (Datini)","Piero di Domenico (padrone)"
04227,,,,Bruges,,Valenza,05/02/1398,"Cabo de São Vicente",,"Archivio di Stato di Prato (Datini)","Pietro Domingo (padrone)"
04228,,,,Fiandra,,Barcellona,09/03/1398,Valenza,,"Archivio di Stato di Prato (Datini)","Pietro Domingo (padrone)"
04229,,,,Barcellona,22/03/1398,Maiorca,24/03/1398,,,"Archivio di Stato di Prato (Datini)","Pietro Domingo (padrone)"
04231,,,,"Mare Mediterraneo",,Bruges,06/06/1398,,,"Archivio di Stato di Prato (Datini)","Piero di Domenico (padrone)"
04232,,,,Bruges,05/03/1399,Catalogna,,,,"Archivio di Stato di Prato (Datini)","Piero di Domenico (padrone), n.s. (padrone)"
04235,,,,Valenza,02/04/1397,,,,,"Archivio di Stato di Prato (Datini)","Iacopo Lorenzi (padrone)"
04237,,,,"Aigues Mortes",03/08/1397,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Iacopo Lorenzi (padrone)"
04238,,,,"Aigues Mortes",07/08/1397,Valenza,,Barcellona,,"Archivio di Stato di Prato (Datini)","Iacopo Lorenzi (padrone)"
04248,,,,Genova,07/09/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Franceschino Domino (padrone)"
04249,,,,Pisa,,Barcellona,28/08/1385,,,"Archivio di Stato di Prato (Datini)","Berlinghieri Donati (padrone)"
04250,barca,,,Livorno,,Pisa,26/02/1393,,,"Archivio di Stato di Prato (Datini)","Dondo di Livorno (padrone)"
04252,,,,Maiorca,23/09/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","ser Lorenzo Doni di Venezia (padrone)"
04253,,,,,,Venezia,27/12/1398,,,"Archivio di Stato di Prato (Datini)","Dona (padrone)"
04259,,"Doria, n.s.","n.s., Venezia-Italia",Southampton,04/10/1402,Bruges,,,,"Archivio di Stato di Prato (Datini)","n.s. (n.s.)"
04260,nave,Doria,,Inghilterra,,"Porto Pisano",18/03/1473,,,,
04262,galea,,,Pisa,11/05/1392,,,,,"Archivio di Stato di Prato (Datini)","Andrea Doria di Genova (padrone)"
04264,galea,,,Sicilia,20/06/1392,Genova,,Pisa,,"Archivio di Stato di Prato (Datini)","Andrea Doria di Genova (padrone)"
04265,galea,Doria,,Genova,07/08/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)",
04268,galea,,,Pisa,10/10/1395,Genova,,,,"Archivio di Stato di Prato (Datini)","Andrea Doria di Genova (padrone)"
04269,galea,Doria,,Civitavecchia,,Pisa,09/10/1395,,,"Archivio di Stato di Prato (Datini)",
04272,galea,,,Pisa,11/10/1395,Genova,,,,"Archivio di Stato di Prato (Datini)","Andrea Doria di Genova (padrone)"
04274,galea,,,Pisa,13/10/1395,Genova,,,,"Archivio di Stato di Prato (Datini)","Andrea Doria di Genova (padrone)"
04275,galea,,,Pisa,14/10/1395,Genova,,,,"Archivio di Stato di Prato (Datini)","Andrea Doria di Genova (padrone)"
04276,galea,,,Genova,,Pisa,08/11/1395,,,"Archivio di Stato di Prato (Datini)","Andrea Doria di Genova (padrone)"
04277,galea,,,Nizza,,Genova,18/11/1395,,,"Archivio di Stato di Prato (Datini)","Andrea Doria di Genova (padrone)"
04278,nave,,,Roma,,Pisa,21/11/1395,,,"Archivio di Stato di Prato (Datini)","Andrea Doria di Genova (padrone)"
04280,galea,"n.s., n.s., Doria","Toscana-Italia, n.s.",Roma,28/12/1395,Sicilia,,,,"Archivio di Stato di Prato (Datini)","n.s. (n.s.)"
04281,galea,Doria,,Pisa,08/01/1396,Genova,,,,"Archivio di Stato di Prato (Datini)",
04283,legno,,,Barcellona,23/07/1395,Barcellona,,Maiorca,,"Archivio di Stato di Prato (Datini)","Antonio Daco di Minorca (padrone)"
04284,legno,,,Maiorca,09/10/1395,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Antonio Dato (padrone)"
04285,legno,,,Maiorca,11/01/1396,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Antoni Daro (padrone)"
04286,legno,,,Barcellona,10/10/1398,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Antonio Daro (padrone)"
04288,,,,Bruges,,Genova,03/12/1390,Spagna,,"Archivio di Stato di Prato (Datini)","Aragon Doria di Genova (padrone)"
04289,,,,Genova,,Southampton,07/05/1402,,,"Archivio di Stato di Prato (Datini)","Aragon Doria di Genova (padrone)"
04290,,,,Genova,,Southampton,11/09/1402,"Malaga, Southampton, Bruges","guado, spezie, frutta","Archivio di Stato di Prato (Datini)","Aragon Doria di Genova (padrone)"
04292,,,,Southampton,11/09/1402,"Mare Mediterraneo",,,,"Archivio di Stato di Prato (Datini)","Aragon Doria di Genova (padrone)"
04293,,,,Southampton,11/09/1402,Genova,,,,"Archivio di Stato di Prato (Datini)","Aragon Doria di Genova (padrone)"
04294,,,,Inghilterra,,Genova,24/12/1402,Spagna,doble,"Archivio di Stato di Prato (Datini)","Aragon Doria di Genova (padrone)"
04297,,,,Genova,17/06/1403,Barcellona,25/06/1403,,,"Archivio di Stato di Prato (Datini)","Aragon Doria di Genova (padrone)"
04304,,,,Livorno,18/02/1392,Genova,,Barcellona,,"Archivio di Stato di Prato (Datini)","Bartolomeo Doria (padrone)"
04305,galea,,,,,Pisa,17/07/1401,,,"Archivio di Stato di Prato (Datini)","Branca Doria di Genova (padrone)"
04310,,,,Romania,,Genova,06/12/1390,Pera,,"Archivio di Stato di Prato (Datini)","Corrado Doria di Genova (padrone)"
04314,galea,,,Livorno,19/12/1395,Ostia,,,,"Archivio di Stato di Prato (Datini)","Dorino Doria (padrone)"
04315,galea,,,Palermo,15/01/1396,Pisa,06/02/1396,Gaeta,,"Archivio di Stato di Prato (Datini)","Dorino Doria (padrone)"
04316,galea,,,Sicilia,,Livorno,06/02/1396,,,"Archivio di Stato di Prato (Datini)","Dorino Doria (padrone)"
04317,,,,Genova,12/10/1403,Bruges,,"Barcellona, Valenza, Spagna",,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04318,,,,Valenza,28/11/1403,Alicante,,,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04327,,,,"Mare Mediterraneo",,Southampton,08/03/1404,,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04335,,,,Bruges,25/03/1404,Barcellona,,"Mare Mediterraneo, Maiorca, Valenza",,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04337,nave,,,Bruges,04/06/1404,Genova,,Spagna,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone), Niccoloso da Moneglia di Genova (passeggero), Andrea Embrune (n.s.), fiorentini (n.s.)"
04343,,,,Savona,13/04/1406,Maiorca,29/04/1406,,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04345,,,,,,Bruges,16/08/1406,,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04346,,,,Bruges,07/09/1406,"Mare Mediterraneo",,,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04347,nave,,,Bruges,07/09/1406,Southampton,,,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04353,"nave, n.s.",,"Alemagna, n.s.",Southampton,02/03/1407,Pisa,,Cadice,"lana d'Inghilterra, panni","Archivio di Stato di Prato (Datini)","Piero Ulivieri di Barcellona (padrone), Francesco Doria di Genova (padrone)"
04354,,,,Bruges,02/03/1407,Pisa,,,,"Archivio di Stato di Prato (Datini)","Piero Ulivieri di Barcellona (padrone), Francesco Doria di Genova (padrone)"
04358,,,,Southampton,,Pisa,31/05/1407,"Cadice, Alicante, Cap de Salou, Barcellona",,,"Piero Ulivieri di Barcellona (padrone)"
04360,,,,Bruges,,Alcudia,20/04/1407,Southampton,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04361,,,,"Porto Pisano",01/05/1407,Genova,,Gorgona,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04362,,,,Inghilterra,,Pisa,04/05/1407,"Stretto di Gibilterra","lane, panni","Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04364,,,,Southampton,01/05/1407,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04366,,,,Genova,,Maiorca,07/07/1407,,pastello,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04367,,,,Genova,01/04/1408,Southampton,,"Valenza, Maiorca",vino,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04369,,,,Genova,02/04/1408,Fiandra,,"Barcellona, Valenza",zucchero,"Archivio di Stato di Prato (Datini)","Francesco Doria di Genova (padrone)"
04374,,,,Romania,,Genova,06/01/1395,,,"Archivio di Stato di Prato (Datini)","Gottifredo Doria (padrone)"
04380,,,,Romania,,Genova,28/06/1397,,,"Archivio di Stato di Prato (Datini)","Gottifredo Doria (padrone)"
04383,,,,Bruges,,Maiorca,08/12/1404,,,"Archivio di Stato di Prato (Datini)","Iacopo Doria di Genova (padrone)"
04386,,,,Fiandra,,Maiorca,01/01/1405,Bruges,,"Archivio di Stato di Prato (Datini)","Iacopo Doria di Genova (padrone)"
04408,,,,Siviglia,,Pisa,10/09/1392,,,"Archivio di Stato di Prato (Datini)","Simone Doria (padrone)"
04413,,,,Genova,,Maiorca,17/05/1404,Barcellona,,"Archivio di Stato di Prato (Datini)","Dossetto di Valenza (padrone)"
04414,,,,Genova,13/04/1405,Barcellona,21/04/1405,,,"Archivio di Stato di Prato (Datini)","Dossetto di Valenza (padrone)"
04423,nave,,,Rodi,,"Aigues Mortes",31/08/1394,Hyères,,"Archivio di Stato di Prato (Datini)","Niccolino di Lippo (padrone), Dragonone (padrone)"
04425,barca,,,Oristano,,Pisa,02/07/1401,,"formaggio, cuoia, caprioli","Archivio di Stato di Prato (Datini)","Francesco Drappieri di Genova (padrone)"
04434,barca,,,Maiorca,09/11/1400,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Durante (padrone)"
04435,barca,,,Barcellona,08/03/1401,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Giovanni Durant di Maiorca (padrone)"
04436,barca,,,Barcellona,06/04/1402,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Durante (padrone)"
04437,legno,,,Maiorca,28/04/1402,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Durante (padrone)"
04440,,,,Maiorca,18/08/1394,,,,,"Archivio di Stato di Prato (Datini)","ser Michele Durassini di Venezia (padrone)"
04441,,,,Maiorca,,Pisa,10/09/1394,,,"Archivio di Stato di Prato (Datini)","Michele Durazzini di Venezia (padrone)"
04443,,Durazzina,Venezia-Italia,Venezia,,Maiorca,14/10/1395,,,"Archivio di Stato di Prato (Datini)",
04444,nave,,,Fiandra,,Pisa,10/09/1394,Maiorca,,"Archivio di Stato di Prato (Datini)","Nicolino Durazzino (padrone)"
04466,,,,Bruges,11/06/1410,Southampton,,,,"Archivio di Stato di Prato (Datini)","Tommaso Enbrone (padrone), Anfrione Squarciafico (padrone)"
04466,,,,Southampton,27/06/1410,Levante,,,,,"Tommaso Enbrone (padrone), Anfrione Squarciafico (padrone), Leon da Savignone (padrone), Giovanni di Fazio (padrone)"
04469,,,,Levante,,Southampton,15/12/1409,,,"Archivio di Stato di Prato (Datini)","Tommaso Embrone (padrone)"
04472,,,,Levante,,Bruges,22/06/1403,Southampton,,"Archivio di Stato di Prato (Datini)","Andrea Embrune (padrone), Belinguo Embrune (padrone)"
04475,nave,,Liguria-Italia,Port-de-Bouc,,Livorno,20/10/1394,,,"Archivio di Stato di Prato (Datini)","Emanuele di Vignone (padrone)"
04481,nave,Era,,Maiorca,28/01/1396,Barcellona,06/02/1396,,,"Archivio di Stato di Prato (Datini)",
04517,,,,Livorno,22/06/1392,Pisa,,,,"Archivio di Stato di Prato (Datini)","Falabanda (padrone)"
04522,,,,Genova,,Pisa,07/06/1394,,,"Archivio di Stato di Prato (Datini)","Martino Falamonaca di Genova (padrone)"
04523,,,,Catalogna,,Genova,28/10/1393,,,"Archivio di Stato di Prato (Datini)","Martino Falamonaca di Genova (padrone)"
04526,,,,"Alessandria d'Egitto",,Genova,04/12/1392,,"cotoni, allumi, grano","Archivio di Stato di Prato (Datini)","Martino Falamonaca di Genova (padrone)"
04527,,,,Valenza,15/10/1392,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Martino Falamonaca di Genova (padrone)"
04528,,,,Genova,03/04/1392,Barcellona,14/04/1392,,,"Archivio di Stato di Prato (Datini)","Falamonaca (padrone)"
04529,,,,Pisa,10/11/1390,Palermo,,,,"Archivio di Stato di Prato (Datini)","Martino Falamonaca di Genova (padrone)"
04530,,,,Genova,02/02/1388,Port-de-Bouc,,,,"Archivio di Stato di Prato (Datini)","Martino Falamonaca di  Genova (padrone)"
04533,,Falcona,,Inghilterra,,Venezia,14/05/1392,,,"Archivio di Stato di Prato (Datini)",
04534,nave,Falcona,,Barcellona,,Bruges,18/03/1398,,,"Archivio di Stato di Prato (Datini)",
04537,nave,Falcona,,Southampton,26/03/1392,Pisa,30/04/1392,,panni,"Archivio di Stato di Prato (Datini)","ser Iacopo d'Andrea Dini di Venezia (padrone)"
04545,barca,,,Valenza,,Barcellona,27/12/1400,,,"Archivio di Stato di Prato (Datini)","Fanasse (padrone)"
04548,,,,Barcellona,25/02/1403,Pisa,15/05/1403,"Tortosa, Barcellona, Ibiza",,"Archivio di Stato di Prato (Datini)","Fanieri (padrone)"
04552,galea,,,Pisa,17/03/1395,Roma,,,,"Archivio di Stato di Prato (Datini)","Biecolo Faraone di Gaeta (padrone)"
04553,galea,,,Pisa,27/06/1394,Roma,,,,"Archivio di Stato di Prato (Datini)","Biecolo Faraone di Gaeta (padrone)"
04554,saettia,,,Pisa,01/07/1394,Roma,,,,"Archivio di Stato di Prato (Datini)","Becolo Faraone (padrone)"
